Seed, tf, trc, s
27648, 92, 34, 1
27649, 84, 36, 1
27650, 90, 42, 1
27651, 96, 26, 1
27652, 90, 44, 1
27653, 98, 42, 1
27654, 90, 36, 1
27655, 86, 36, 1
27656, 96, 42, 1
27657, 108, 52, 1
27658, 82, 32, 1
27659, 86, 44, 1
27660, 104, 42, 1
27661, 98, 32, 1
27662, 94, 32, 1
27663, 92, 38, 1
27664, 100, 40, 1
27665, 92, 36, 1
27666, 94, 34, 1
27667, 84, 32, 1
27668, 104, 42, 1
27669, 90, 32, 1
27670, 114, 46, 1
27671, 94, 42, 1
27672, 88, 36, 1
27673, 94, 34, 1
27674, 102, 40, 1
27675, 102, 38, 1
27676, 94, 40, 1
27677, 88, 28, 1
27678, 112, 46, 1
27679, 88, 32, 1
27680, 96, 34, 1
27681, 112, 44, 1
27682, 92, 34, 1
27683, 92, 46, 1
27684, 90, 30, 1
27685, 90, 40, 1
27686, 88, 38, 1
27687, 110, 44, 1
27688, 84, 40, 1
27689, 86, 40, 1
27690, 90, 38, 1
27691, 98, 34, 1
27692, 100, 42, 1
27693, 118, 42, 1
27694, 98, 42, 1
27695, 88, 40, 1
27696, 102, 46, 1
27697, 102, 40, 1
27698, 84, 32, 1
27699, 94, 32, 1
27700, 92, 46, 1
27701, 102, 40, 1
27702, 94, 38, 1
27703, 88, 30, 1
27704, 94, 36, 1
27705, 98, 44, 1
27706, 116, 46, 1
27707, 92, 34, 1
27708, 86, 34, 1
27709, 92, 40, 1
27710, 104, 52, 1
27711, 84, 36, 1
27712, 100, 44, 1
27713, 110, 44, 1
27714, 102, 44, 1
27715, 90, 34, 1
27716, 92, 26, 1
27717, 90, 36, 1
27718, 100, 42, 1
27719, 112, 46, 1
27720, 96, 36, 1
27721, 102, 36, 1
27722, 90, 38, 1
27723, 96, 38, 1
27724, 96, 34, 1
27725, 96, 44, 1
27726, 100, 38, 1
27727, 90, 38, 1
27728, 88, 34, 1
27729, 94, 34, 1
27730, 100, 42, 1
27731, 100, 42, 1
27732, 112, 48, 1
27733, 86, 26, 1
27734, 108, 44, 1
27735, 88, 38, 1
27736, 112, 54, 1
27737, 104, 38, 1
27738, 92, 40, 1
27739, 96, 40, 1
27740, 96, 42, 1
27741, 92, 40, 1
27742, 98, 36, 1
27743, 124, 50, 1
27744, 106, 38, 1
27745, 104, 30, 1
27746, 90, 38, 1
27747, 92, 36, 1
27748, 84, 34, 1
27749, 90, 32, 1
27750, 84, 30, 1
27751, 108, 46, 1
27752, 102, 38, 1
27753, 102, 40, 1
27754, 98, 48, 1
27755, 88, 40, 1
27756, 88, 34, 1
27757, 100, 38, 1
27758, 90, 30, 1
27759, 90, 22, 1
27760, 98, 42, 1
27761, 100, 36, 1
27762, 96, 36, 1
27763, 100, 42, 1
27764, 94, 40, 1
27765, 110, 42, 1
27766, 90, 50, 1
27767, 110, 38, 1
27768, 116, 44, 1
27769, 88, 32, 1
27770, 88, 36, 1
27771, 100, 46, 1
27772, 102, 32, 1
27773, 98, 34, 1
27774, 88, 44, 1
27775, 88, 28, 1
27776, 86, 36, 1
27777, 100, 44, 1
27778, 102, 38, 1
27779, 108, 36, 1
27780, 102, 38, 1
27781, 100, 42, 1
27782, 86, 32, 1
27783, 86, 30, 1
27784, 102, 50, 1
27785, 98, 38, 1
27786, 106, 48, 1
27787, 102, 42, 1
27788, 98, 38, 1
27789, 82, 28, 1
27790, 98, 38, 1
27791, 96, 38, 1
27792, 90, 44, 1
27793, 106, 36, 1
27794, 84, 26, 1
27795, 78, 28, 1
27796, 92, 44, 1
27797, 92, 32, 1
27798, 100, 36, 1
27799, 92, 32, 1
27800, 88, 34, 1
27801, 96, 38, 1
27802, 108, 44, 1
27803, 96, 42, 1
27804, 104, 48, 1
27805, 88, 38, 1
27806, 94, 38, 1
27807, 102, 34, 1
27808, 102, 42, 1
27809, 114, 48, 1
27810, 88, 34, 1
27811, 104, 36, 1
27812, 96, 32, 1
27813, 96, 34, 1
27814, 110, 44, 1
27815, 104, 52, 1
27816, 100, 46, 1
27817, 106, 54, 1
27818, 116, 50, 1
27819, 88, 30, 1
27820, 102, 38, 1
27821, 94, 32, 1
27822, 88, 24, 1
27823, 106, 28, 1
27824, 84, 34, 1
27825, 88, 32, 1
27826, 92, 40, 1
27827, 86, 40, 1
27828, 112, 50, 1
27829, 98, 36, 1
27830, 94, 36, 1
27831, 94, 32, 1
27832, 86, 28, 1
27833, 100, 38, 1
27834, 104, 38, 1
27835, 102, 42, 1
27836, 90, 38, 1
27837, 98, 38, 1
27838, 100, 38, 1
27839, 94, 40, 1
27840, 84, 24, 1
27841, 100, 42, 1
27842, 104, 42, 1
27843, 96, 50, 1
27844, 86, 40, 1
27845, 94, 42, 1
27846, 98, 42, 1
27847, 94, 34, 1
27848, 98, 40, 1
27849, 104, 46, 1
27850, 102, 48, 1
27851, 104, 42, 1
27852, 92, 32, 1
27853, 104, 46, 1
27854, 94, 40, 1
27855, 106, 56, 1
27856, 94, 36, 1
27857, 102, 46, 1
27858, 110, 48, 1
27859, 92, 34, 1
27860, 92, 34, 1
27861, 94, 34, 1
27862, 106, 48, 1
27863, 106, 48, 1
27864, 100, 40, 1
27865, 98, 40, 1
27866, 102, 40, 1
27867, 100, 44, 1
27868, 94, 50, 1
27869, 98, 40, 1
27870, 86, 34, 1
27871, 88, 32, 1
27872, 94, 30, 1
27873, 112, 38, 1
27874, 100, 36, 1
27875, 104, 46, 1
27876, 82, 36, 1
27877, 100, 36, 1
27878, 90, 32, 1
27879, 94, 36, 1
27880, 110, 44, 1
27881, 118, 52, 1
27882, 96, 42, 1
27883, 100, 44, 1
27884, 92, 46, 1
27885, 88, 30, 1
27886, 78, 42, 1
27887, 86, 36, 1
27888, 96, 32, 1
27889, 92, 42, 1
27890, 88, 44, 1
27891, 92, 40, 1
27892, 94, 40, 1
27893, 110, 42, 1
27894, 90, 36, 1
27895, 96, 38, 1
27896, 98, 38, 1
27897, 94, 30, 1
27898, 120, 44, 1
27899, 94, 44, 1
27900, 96, 30, 1
27901, 90, 44, 1
27902, 110, 52, 1
27903, 90, 30, 1
27904, 100, 42, 1
27905, 100, 46, 1
27906, 108, 46, 1
27907, 104, 44, 1
27908, 104, 54, 1
27909, 88, 40, 1
27910, 116, 54, 1
27911, 104, 34, 1
27912, 108, 48, 1
27913, 84, 32, 1
27914, 94, 48, 1
27915, 100, 36, 1
27916, 92, 40, 1
27917, 86, 30, 1
27918, 92, 30, 1
27919, 104, 44, 1
27920, 88, 40, 1
27921, 104, 40, 1
27922, 108, 48, 1
27923, 90, 36, 1
27924, 92, 32, 1
27925, 92, 44, 1
27926, 96, 34, 1
27927, 102, 36, 1
27928, 96, 36, 1
27929, 100, 30, 1
27930, 92, 40, 1
27931, 84, 44, 1
27932, 108, 44, 1
27933, 110, 38, 1
27934, 92, 36, 1
27935, 96, 44, 1
27936, 100, 42, 1
27937, 98, 42, 1
27938, 94, 32, 1
27939, 104, 28, 1
27940, 104, 40, 1
27941, 98, 42, 1
27942, 94, 38, 1
27943, 104, 40, 1
27944, 100, 40, 1
27945, 94, 30, 1
27946, 108, 50, 1
27947, 106, 44, 1
27948, 108, 40, 1
27949, 100, 38, 1
27950, 96, 36, 1
27951, 96, 44, 1
27952, 96, 44, 1
27953, 98, 50, 1
27954, 96, 34, 1
27955, 100, 38, 1
27956, 106, 42, 1
27957, 98, 32, 1
27958, 94, 40, 1
27959, 86, 28, 1
27960, 108, 36, 1
27961, 100, 44, 1
27962, 94, 40, 1
27963, 104, 32, 1
27964, 82, 30, 1
27965, 92, 20, 1
27966, 86, 36, 1
27967, 102, 44, 1
27968, 98, 42, 1
27969, 96, 30, 1
27970, 82, 26, 1
27971, 108, 54, 1
27972, 94, 34, 1
27973, 94, 42, 1
27974, 98, 46, 1
27975, 92, 36, 1
27976, 88, 32, 1
27977, 114, 50, 1
27978, 94, 38, 1
27979, 90, 36, 1
27980, 88, 42, 1
27981, 110, 50, 1
27982, 108, 44, 1
27983, 88, 40, 1
27984, 90, 32, 1
27985, 100, 48, 1
27986, 102, 40, 1
27987, 100, 40, 1
27988, 94, 40, 1
27989, 98, 38, 1
27990, 92, 44, 1
27991, 86, 32, 1
27992, 90, 32, 1
27993, 102, 38, 1
27994, 86, 32, 1
27995, 98, 34, 1
27996, 86, 32, 1
27997, 90, 46, 1
27998, 88, 42, 1
27999, 94, 34, 1
28000, 104, 44, 1
28001, 94, 40, 1
28002, 90, 42, 1
28003, 104, 48, 1
28004, 92, 26, 1
28005, 88, 28, 1
28006, 90, 30, 1
28007, 98, 36, 1
28008, 104, 44, 1
28009, 96, 42, 1
28010, 122, 44, 1
28011, 110, 46, 1
28012, 94, 38, 1
28013, 104, 36, 1
28014, 96, 42, 1
28015, 102, 40, 1
28016, 100, 40, 1
28017, 100, 40, 1
28018, 86, 36, 1
28019, 102, 52, 1
28020, 90, 34, 1
28021, 98, 42, 1
28022, 108, 52, 1
28023, 104, 34, 1
28024, 88, 32, 1
28025, 102, 34, 1
28026, 100, 34, 1
28027, 104, 42, 1
28028, 106, 52, 1
28029, 92, 46, 1
28030, 94, 42, 1
28031, 96, 34, 1
28032, 94, 36, 1
28033, 96, 38, 1
28034, 94, 48, 1
28035, 100, 44, 1
28036, 100, 30, 1
28037, 98, 30, 1
28038, 88, 38, 1
28039, 102, 38, 1
28040, 96, 40, 1
28041, 92, 42, 1
28042, 100, 38, 1
28043, 90, 38, 1
28044, 102, 50, 1
28045, 84, 44, 1
28046, 96, 40, 1
28047, 116, 54, 1
28048, 102, 36, 1
28049, 104, 58, 1
28050, 94, 32, 1
28051, 92, 34, 1
28052, 88, 38, 1
28053, 104, 42, 1
28054, 94, 40, 1
28055, 94, 42, 1
28056, 104, 44, 1
28057, 96, 38, 1
28058, 96, 42, 1
28059, 88, 44, 1
28060, 104, 38, 1
28061, 88, 38, 1
28062, 86, 30, 1
28063, 90, 38, 1
28064, 106, 52, 1
28065, 104, 44, 1
28066, 90, 30, 1
28067, 92, 38, 1
28068, 110, 46, 1
28069, 114, 38, 1
28070, 96, 34, 1
28071, 104, 46, 1
28072, 98, 40, 1
28073, 102, 40, 1
28074, 98, 42, 1
28075, 90, 34, 1
28076, 102, 42, 1
28077, 92, 34, 1
28078, 106, 40, 1
28079, 104, 34, 1
28080, 82, 30, 1
28081, 92, 40, 1
28082, 106, 46, 1
28083, 90, 36, 1
28084, 98, 34, 1
28085, 102, 48, 1
28086, 90, 38, 1
28087, 112, 44, 1
28088, 82, 42, 1
28089, 90, 32, 1
28090, 92, 36, 1
28091, 112, 44, 1
28092, 108, 32, 1
28093, 92, 28, 1
28094, 94, 42, 1
28095, 92, 38, 1
28096, 98, 44, 1
28097, 102, 42, 1
28098, 104, 32, 1
28099, 88, 26, 1
28100, 90, 52, 1
28101, 96, 32, 1
28102, 90, 38, 1
28103, 100, 46, 1
28104, 120, 44, 1
28105, 96, 36, 1
28106, 114, 46, 1
28107, 94, 26, 1
28108, 92, 32, 1
28109, 102, 46, 1
28110, 86, 40, 1
28111, 82, 38, 1
28112, 100, 42, 1
28113, 96, 36, 1
28114, 88, 30, 1
28115, 100, 46, 1
28116, 100, 46, 1
28117, 98, 34, 1
28118, 108, 42, 1
28119, 94, 40, 1
28120, 100, 36, 1
28121, 106, 46, 1
28122, 100, 36, 1
28123, 82, 32, 1
28124, 86, 34, 1
28125, 94, 40, 1
28126, 110, 46, 1
28127, 96, 36, 1
28128, 94, 44, 1
28129, 96, 40, 1
28130, 88, 40, 1
28131, 96, 38, 1
28132, 88, 38, 1
28133, 92, 34, 1
28134, 96, 50, 1
28135, 100, 40, 1
28136, 106, 44, 1
28137, 102, 38, 1
28138, 100, 44, 1
28139, 90, 38, 1
28140, 92, 38, 1
28141, 90, 36, 1
28142, 92, 32, 1
28143, 94, 38, 1
28144, 90, 40, 1
28145, 88, 36, 1
28146, 96, 44, 1
28147, 102, 40, 1
28148, 106, 50, 1
28149, 98, 50, 1
28150, 102, 46, 1
28151, 84, 30, 1
28152, 104, 30, 1
28153, 94, 40, 1
28154, 86, 36, 1
28155, 96, 32, 1
28156, 88, 46, 1
28157, 102, 34, 1
28158, 86, 34, 1
28159, 92, 40, 1
28160, 94, 34, 1
28161, 100, 48, 1
28162, 96, 40, 1
28163, 94, 40, 1
28164, 94, 38, 1
28165, 88, 22, 1
28166, 94, 34, 1
28167, 90, 28, 1
28168, 94, 46, 1
28169, 88, 34, 1
28170, 114, 42, 1
28171, 100, 46, 1
28172, 86, 32, 1
28173, 104, 42, 1
28174, 94, 38, 1
28175, 94, 32, 1
28176, 108, 44, 1
28177, 102, 40, 1
28178, 98, 50, 1
28179, 102, 36, 1
28180, 94, 26, 1
28181, 92, 34, 1
28182, 98, 42, 1
28183, 86, 32, 1
28184, 96, 42, 1
28185, 92, 42, 1
28186, 94, 46, 1
28187, 100, 36, 1
28188, 100, 44, 1
28189, 102, 48, 1
28190, 112, 46, 1
28191, 92, 42, 1
28192, 104, 46, 1
28193, 90, 38, 1
28194, 106, 38, 1
28195, 98, 44, 1
28196, 100, 46, 1
28197, 100, 48, 1
28198, 114, 44, 1
28199, 92, 42, 1
28200, 96, 44, 1
28201, 118, 52, 1
28202, 90, 34, 1
28203, 104, 36, 1
28204, 104, 48, 1
28205, 88, 44, 1
28206, 92, 32, 1
28207, 92, 44, 1
28208, 94, 28, 1
28209, 98, 44, 1
28210, 108, 44, 1
28211, 96, 40, 1
28212, 92, 24, 1
28213, 96, 44, 1
28214, 100, 36, 1
28215, 90, 36, 1
28216, 90, 28, 1
28217, 92, 34, 1
28218, 104, 36, 1
28219, 96, 46, 1
28220, 98, 42, 1
28221, 110, 42, 1
28222, 96, 44, 1
28223, 94, 36, 1
28224, 92, 44, 1
28225, 86, 34, 1
28226, 102, 38, 1
28227, 94, 40, 1
28228, 98, 30, 1
28229, 90, 34, 1
28230, 108, 38, 1
28231, 96, 28, 1
28232, 94, 34, 1
28233, 108, 40, 1
28234, 104, 40, 1
28235, 82, 32, 1
28236, 96, 36, 1
28237, 96, 38, 1
28238, 90, 34, 1
28239, 96, 28, 1
28240, 104, 54, 1
28241, 100, 36, 1
28242, 92, 36, 1
28243, 92, 46, 1
28244, 100, 40, 1
28245, 88, 42, 1
28246, 102, 32, 1
28247, 98, 42, 1
28248, 98, 30, 1
28249, 104, 40, 1
28250, 84, 28, 1
28251, 92, 34, 1
28252, 92, 34, 1
28253, 98, 34, 1
28254, 94, 46, 1
28255, 104, 42, 1
28256, 88, 30, 1
28257, 84, 30, 1
28258, 102, 44, 1
28259, 96, 40, 1
28260, 102, 46, 1
28261, 92, 32, 1
28262, 98, 44, 1
28263, 98, 48, 1
28264, 106, 50, 1
28265, 108, 50, 1
28266, 92, 42, 1
28267, 112, 48, 1
28268, 110, 44, 1
28269, 92, 44, 1
28270, 98, 36, 1
28271, 102, 42, 1
28272, 84, 32, 1
28273, 104, 42, 1
28274, 94, 36, 1
28275, 90, 42, 1
28276, 94, 32, 1
28277, 102, 38, 1
28278, 92, 38, 1
28279, 88, 34, 1
28280, 100, 40, 1
28281, 92, 40, 1
28282, 106, 42, 1
28283, 96, 42, 1
28284, 96, 42, 1
28285, 88, 34, 1
28286, 86, 30, 1
28287, 104, 34, 1
28288, 84, 30, 1
28289, 86, 36, 1
28290, 106, 58, 1
28291, 94, 36, 1
28292, 88, 34, 1
28293, 94, 30, 1
28294, 104, 44, 1
28295, 84, 32, 1
28296, 100, 44, 1
28297, 92, 30, 1
28298, 84, 34, 1
28299, 98, 38, 1
28300, 98, 40, 1
28301, 92, 42, 1
28302, 100, 38, 1
28303, 96, 34, 1
28304, 118, 44, 1
28305, 96, 48, 1
28306, 92, 42, 1
28307, 96, 44, 1
28308, 98, 40, 1
28309, 88, 36, 1
28310, 84, 38, 1
28311, 110, 50, 1
28312, 114, 50, 1
28313, 80, 30, 1
28314, 108, 48, 1
28315, 106, 36, 1
28316, 92, 32, 1
28317, 96, 38, 1
28318, 98, 30, 1
28319, 112, 42, 1
28320, 100, 38, 1
28321, 96, 44, 1
28322, 84, 34, 1
28323, 100, 48, 1
28324, 92, 38, 1
28325, 96, 48, 1
28326, 90, 44, 1
28327, 102, 38, 1
28328, 92, 34, 1
28329, 116, 40, 1
28330, 94, 44, 1
28331, 108, 40, 1
28332, 104, 46, 1
28333, 92, 36, 1
28334, 96, 36, 1
28335, 92, 36, 1
28336, 98, 40, 1
28337, 90, 30, 1
28338, 100, 34, 1
28339, 100, 54, 1
28340, 94, 42, 1
28341, 98, 36, 1
28342, 96, 38, 1
28343, 108, 44, 1
28344, 90, 52, 1
28345, 102, 44, 1
28346, 114, 42, 1
28347, 102, 42, 1
28348, 100, 36, 1
28349, 104, 36, 1
28350, 94, 42, 1
28351, 90, 38, 1
28352, 96, 40, 1
28353, 96, 52, 1
28354, 92, 36, 1
28355, 96, 34, 1
28356, 86, 30, 1
28357, 90, 34, 1
28358, 116, 46, 1
28359, 104, 50, 1
28360, 88, 30, 1
28361, 92, 42, 1
28362, 92, 22, 1
28363, 90, 26, 1
28364, 96, 34, 1
28365, 106, 42, 1
28366, 92, 38, 1
28367, 96, 34, 1
28368, 92, 42, 1
28369, 96, 46, 1
28370, 120, 38, 1
28371, 92, 46, 1
28372, 98, 38, 1
28373, 94, 36, 1
28374, 106, 42, 1
28375, 94, 44, 1
28376, 96, 36, 1
28377, 82, 30, 1
28378, 106, 46, 1
28379, 98, 38, 1
28380, 86, 32, 1
28381, 112, 42, 1
28382, 106, 48, 1
28383, 92, 32, 1
28384, 94, 30, 1
28385, 94, 36, 1
28386, 96, 40, 1
28387, 84, 36, 1
28388, 102, 42, 1
28389, 94, 34, 1
28390, 122, 48, 1
28391, 108, 42, 1
28392, 104, 36, 1
28393, 96, 38, 1
28394, 102, 34, 1
28395, 88, 36, 1
28396, 94, 32, 1
28397, 102, 42, 1
28398, 104, 44, 1
28399, 96, 30, 1
28400, 98, 38, 1
28401, 108, 38, 1
28402, 102, 38, 1
28403, 112, 40, 1
28404, 90, 30, 1
28405, 100, 46, 1
28406, 104, 42, 1
28407, 96, 38, 1
28408, 98, 38, 1
28409, 94, 38, 1
28410, 100, 42, 1
28411, 94, 36, 1
28412, 94, 34, 1
28413, 98, 36, 1
28414, 92, 46, 1
28415, 100, 38, 1
28416, 92, 34, 1
28417, 84, 30, 1
28418, 88, 38, 1
28419, 96, 40, 1
28420, 96, 36, 1
28421, 92, 30, 1
28422, 100, 36, 1
28423, 96, 28, 1
28424, 86, 42, 1
28425, 98, 40, 1
28426, 98, 48, 1
28427, 92, 46, 1
28428, 90, 36, 1
28429, 86, 34, 1
28430, 102, 46, 1
28431, 98, 36, 1
28432, 90, 34, 1
28433, 88, 34, 1
28434, 92, 38, 1
28435, 100, 34, 1
28436, 86, 50, 1
28437, 100, 38, 1
28438, 102, 42, 1
28439, 90, 42, 1
28440, 108, 54, 1
28441, 104, 54, 1
28442, 114, 36, 1
28443, 112, 44, 1
28444, 98, 38, 1
28445, 100, 40, 1
28446, 114, 52, 1
28447, 82, 28, 1
28448, 96, 38, 1
28449, 114, 40, 1
28450, 86, 24, 1
28451, 94, 38, 1
28452, 94, 38, 1
28453, 92, 48, 1
28454, 102, 38, 1
28455, 94, 44, 1
28456, 104, 44, 1
28457, 104, 46, 1
28458, 98, 40, 1
28459, 112, 44, 1
28460, 94, 32, 1
28461, 90, 38, 1
28462, 96, 44, 1
28463, 96, 30, 1
28464, 98, 26, 1
28465, 92, 44, 1
28466, 98, 46, 1
28467, 88, 38, 1
28468, 112, 48, 1
28469, 104, 40, 1
28470, 98, 34, 1
28471, 98, 38, 1
28472, 110, 40, 1
28473, 98, 34, 1
28474, 94, 46, 1
28475, 104, 42, 1
28476, 94, 38, 1
28477, 100, 46, 1
28478, 100, 36, 1
28479, 108, 52, 1
28480, 94, 32, 1
28481, 104, 46, 1
28482, 116, 44, 1
28483, 90, 30, 1
28484, 100, 34, 1
28485, 102, 46, 1
28486, 90, 40, 1
28487, 98, 40, 1
28488, 98, 44, 1
28489, 96, 28, 1
28490, 92, 36, 1
28491, 92, 32, 1
28492, 116, 56, 1
28493, 98, 48, 1
28494, 102, 42, 1
28495, 88, 44, 1
28496, 92, 44, 1
28497, 106, 40, 1
28498, 98, 44, 1
28499, 96, 42, 1
28500, 112, 50, 1
28501, 102, 42, 1
28502, 88, 36, 1
28503, 86, 36, 1
28504, 90, 44, 1
28505, 90, 46, 1
28506, 82, 32, 1
28507, 98, 38, 1
28508, 98, 44, 1
28509, 112, 46, 1
28510, 102, 40, 1
28511, 92, 36, 1
28512, 100, 46, 1
28513, 96, 34, 1
28514, 98, 40, 1
28515, 86, 36, 1
28516, 106, 40, 1
28517, 90, 40, 1
28518, 90, 42, 1
28519, 100, 46, 1
28520, 98, 34, 1
28521, 92, 40, 1
28522, 96, 36, 1
28523, 106, 36, 1
28524, 100, 40, 1
28525, 104, 42, 1
28526, 98, 36, 1
28527, 100, 36, 1
28528, 82, 38, 1
28529, 90, 28, 1
28530, 94, 40, 1
28531, 116, 46, 1
28532, 94, 34, 1
28533, 88, 34, 1
28534, 102, 40, 1
28535, 98, 38, 1
28536, 92, 34, 1
28537, 86, 38, 1
28538, 90, 38, 1
28539, 92, 30, 1
28540, 114, 44, 1
28541, 106, 46, 1
28542, 116, 48, 1
28543, 106, 52, 1
28544, 92, 48, 1
28545, 92, 40, 1
28546, 96, 38, 1
28547, 94, 40, 1
28548, 88, 34, 1
28549, 96, 42, 1
28550, 84, 40, 1
28551, 100, 32, 1
28552, 98, 34, 1
28553, 96, 36, 1
28554, 92, 42, 1
28555, 98, 36, 1
28556, 90, 30, 1
28557, 92, 32, 1
28558, 90, 26, 1
28559, 102, 34, 1
28560, 94, 30, 1
28561, 112, 44, 1
28562, 94, 32, 1
28563, 100, 32, 1
28564, 92, 38, 1
28565, 98, 38, 1
28566, 98, 38, 1
28567, 90, 36, 1
28568, 96, 40, 1
28569, 102, 40, 1
28570, 94, 46, 1
28571, 94, 38, 1
28572, 110, 40, 1
28573, 98, 46, 1
28574, 90, 26, 1
28575, 100, 38, 1
28576, 96, 38, 1
28577, 84, 24, 1
28578, 102, 34, 1
28579, 102, 48, 1
28580, 94, 36, 1
28581, 98, 40, 1
28582, 96, 32, 1
28583, 96, 40, 1
28584, 90, 40, 1
28585, 94, 34, 1
28586, 92, 40, 1
28587, 112, 54, 1
28588, 98, 34, 1
28589, 88, 28, 1
28590, 82, 40, 1
28591, 96, 32, 1
28592, 94, 40, 1
28593, 106, 40, 1
28594, 98, 38, 1
28595, 98, 36, 1
28596, 96, 38, 1
28597, 112, 50, 1
28598, 98, 40, 1
28599, 84, 38, 1
28600, 86, 46, 1
28601, 98, 34, 1
28602, 110, 46, 1
28603, 98, 36, 1
28604, 94, 32, 1
28605, 90, 36, 1
28606, 96, 30, 1
28607, 94, 32, 1
28608, 100, 36, 1
28609, 84, 40, 1
28610, 94, 30, 1
28611, 102, 50, 1
28612, 100, 46, 1
28613, 110, 44, 1
28614, 86, 32, 1
28615, 90, 42, 1
28616, 112, 40, 1
28617, 84, 28, 1
28618, 92, 30, 1
28619, 90, 36, 1
28620, 94, 34, 1
28621, 106, 40, 1
28622, 104, 48, 1
28623, 84, 36, 1
28624, 84, 34, 1
28625, 102, 44, 1
28626, 100, 44, 1
28627, 106, 44, 1
28628, 102, 46, 1
28629, 104, 44, 1
28630, 112, 50, 1
28631, 106, 40, 1
28632, 100, 44, 1
28633, 94, 40, 1
28634, 114, 44, 1
28635, 100, 34, 1
28636, 94, 44, 1
28637, 90, 36, 1
28638, 92, 42, 1
28639, 82, 34, 1
28640, 116, 48, 1
28641, 86, 34, 1
28642, 96, 36, 1
28643, 110, 42, 1
28644, 104, 38, 1
28645, 92, 32, 1
28646, 88, 26, 1
28647, 96, 42, 1
28648, 104, 42, 1
28649, 114, 40, 1
28650, 90, 38, 1
28651, 102, 42, 1
28652, 92, 40, 1
28653, 92, 38, 1
28654, 106, 42, 1
28655, 88, 30, 1
28656, 92, 50, 1
28657, 84, 28, 1
28658, 118, 54, 1
28659, 100, 44, 1
28660, 108, 40, 1
28661, 92, 26, 1
28662, 108, 46, 1
28663, 92, 38, 1
28664, 82, 28, 1
28665, 116, 50, 1
28666, 104, 40, 1
28667, 84, 36, 1
28668, 104, 46, 1
28669, 100, 38, 1
28670, 102, 36, 1
28671, 94, 42, 1
28672, 90, 36, 1
28673, 90, 36, 1
28674, 102, 46, 1
28675, 96, 46, 0
28676, 92, 24, 1
28677, 80, 36, 1
28678, 106, 40, 1
28679, 98, 32, 1
28680, 102, 40, 1
28681, 102, 42, 1
28682, 98, 46, 1
28683, 106, 46, 1
28684, 86, 44, 1
28685, 94, 36, 1
28686, 112, 50, 1
28687, 88, 26, 1
28688, 86, 46, 1
28689, 106, 40, 1
28690, 92, 32, 1
28691, 94, 42, 1
28692, 90, 34, 1
28693, 104, 36, 1
28694, 96, 40, 1
28695, 122, 44, 1
28696, 100, 36, 1
28697, 100, 40, 1
28698, 92, 28, 1
28699, 104, 38, 1
28700, 88, 30, 1
28701, 96, 34, 1
28702, 100, 34, 1
28703, 96, 44, 1
28704, 110, 40, 1
28705, 98, 44, 1
28706, 106, 50, 1
28707, 94, 32, 1
28708, 92, 38, 1
28709, 98, 44, 1
28710, 92, 34, 1
28711, 94, 34, 1
28712, 88, 34, 1
28713, 90, 48, 1
28714, 102, 36, 1
28715, 96, 52, 1
28716, 86, 34, 1
28717, 98, 44, 1
28718, 94, 44, 1
28719, 100, 36, 1
28720, 122, 46, 1
28721, 90, 28, 1
28722, 102, 46, 1
28723, 96, 30, 1
28724, 118, 52, 1
28725, 106, 42, 1
28726, 88, 42, 1
28727, 94, 38, 1
28728, 104, 48, 1
28729, 114, 46, 1
28730, 94, 44, 1
28731, 110, 42, 1
28732, 96, 42, 1
28733, 94, 42, 1
28734, 94, 34, 1
28735, 96, 44, 1
28736, 106, 46, 1
28737, 106, 36, 1
28738, 92, 36, 1
28739, 102, 40, 1
28740, 90, 44, 1
28741, 84, 34, 1
28742, 96, 46, 1
28743, 88, 34, 1
28744, 92, 40, 1
28745, 94, 48, 1
28746, 94, 36, 1
28747, 92, 36, 1
28748, 94, 44, 1
28749, 92, 50, 1
28750, 104, 36, 1
28751, 90, 30, 1
28752, 100, 36, 1
28753, 100, 32, 1
28754, 100, 46, 1
28755, 114, 52, 1
28756, 104, 36, 1
28757, 110, 46, 1
28758, 90, 30, 1
28759, 90, 38, 1
28760, 86, 40, 1
28761, 94, 40, 1
28762, 92, 34, 1
28763, 92, 32, 1
28764, 92, 42, 1
28765, 98, 42, 1
28766, 100, 38, 1
28767, 84, 28, 1
28768, 90, 38, 1
28769, 100, 42, 1
28770, 80, 34, 1
28771, 100, 34, 1
28772, 88, 48, 1
28773, 102, 42, 1
28774, 88, 30, 1
28775, 98, 36, 1
28776, 100, 34, 1
28777, 98, 46, 1
28778, 86, 38, 1
28779, 98, 34, 1
28780, 88, 34, 1
28781, 92, 34, 1
28782, 98, 30, 1
28783, 100, 38, 1
28784, 120, 54, 1
28785, 108, 40, 1
28786, 102, 42, 1
28787, 86, 40, 1
28788, 104, 46, 1
28789, 92, 36, 1
28790, 102, 42, 1
28791, 94, 54, 1
28792, 82, 34, 1
28793, 88, 36, 1
28794, 92, 38, 1
28795, 86, 42, 1
28796, 96, 34, 1
28797, 96, 32, 1
28798, 92, 50, 1
28799, 94, 42, 1
28800, 96, 44, 1
28801, 100, 46, 1
28802, 86, 32, 1
28803, 90, 38, 1
28804, 100, 34, 1
28805, 100, 40, 1
28806, 98, 34, 1
28807, 84, 26, 1
28808, 110, 44, 1
28809, 94, 48, 1
28810, 104, 44, 1
28811, 86, 42, 1
28812, 98, 40, 1
