Seed, tf, trc, s
32714, 96, 44, 1
32715, 82, 30, 1
32716, 96, 50, 1
32717, 102, 44, 1
32718, 104, 50, 1
32719, 98, 52, 1
32720, 96, 46, 1
32721, 102, 28, 1
32722, 98, 44, 1
32723, 94, 34, 1
32724, 100, 46, 1
32725, 90, 30, 1
32726, 90, 32, 1
32727, 108, 46, 1
32728, 108, 38, 1
32729, 104, 48, 1
32730, 92, 44, 1
32731, 92, 42, 1
32732, 92, 34, 1
32733, 86, 36, 1
32734, 96, 40, 1
32735, 92, 38, 1
32736, 100, 40, 1
32737, 104, 48, 1
32738, 100, 42, 1
32739, 88, 34, 1
32740, 104, 46, 1
32741, 94, 40, 1
32742, 102, 42, 1
32743, 90, 32, 1
32744, 88, 38, 1
32745, 96, 36, 1
32746, 92, 32, 1
32747, 108, 44, 1
32748, 96, 46, 1
32749, 86, 34, 1
32750, 98, 38, 1
32751, 92, 38, 1
32752, 92, 38, 1
32753, 108, 44, 1
32754, 94, 34, 1
32755, 106, 38, 1
32756, 86, 42, 1
32757, 104, 46, 1
32758, 94, 42, 1
32759, 94, 44, 1
32760, 86, 30, 1
32761, 104, 34, 1
32762, 130, 56, 1
32763, 96, 34, 1
32764, 100, 36, 1
32765, 98, 36, 1
32766, 100, 46, 1
32767, 96, 26, 1
32768, 100, 48, 1
32769, 86, 48, 1
32770, 106, 42, 1
32771, 94, 42, 1
32772, 102, 38, 1
32773, 94, 40, 1
32774, 94, 40, 1
32775, 98, 38, 1
32776, 90, 32, 1
32777, 100, 44, 1
32778, 100, 34, 1
32779, 100, 44, 1
32780, 96, 42, 1
32781, 92, 44, 1
32782, 102, 44, 1
32783, 100, 40, 1
32784, 114, 50, 1
32785, 108, 42, 1
32786, 92, 26, 1
32787, 80, 32, 1
32788, 92, 34, 1
32789, 110, 50, 1
32790, 84, 34, 1
32791, 90, 40, 1
32792, 98, 50, 1
32793, 122, 52, 1
32794, 96, 40, 1
32795, 88, 34, 1
32796, 98, 40, 1
32797, 94, 34, 1
32798, 90, 32, 1
32799, 82, 30, 1
32800, 104, 36, 1
32801, 92, 38, 1
32802, 102, 42, 1
32803, 92, 40, 1
32804, 92, 42, 1
32805, 104, 46, 1
32806, 102, 48, 1
32807, 102, 42, 1
32808, 100, 44, 1
32809, 98, 42, 1
32810, 100, 34, 1
32811, 100, 40, 1
32812, 106, 54, 1
32813, 112, 48, 1
32814, 84, 22, 1
32815, 84, 38, 1
32816, 100, 42, 1
32817, 90, 36, 1
32818, 90, 34, 1
32819, 100, 32, 1
32820, 102, 32, 1
32821, 108, 34, 1
32822, 114, 44, 1
32823, 86, 38, 1
32824, 92, 44, 1
32825, 100, 48, 1
32826, 98, 34, 1
32827, 110, 44, 1
32828, 106, 46, 1
32829, 98, 36, 1
32830, 96, 42, 1
32831, 112, 46, 1
32832, 120, 44, 1
32833, 82, 36, 1
32834, 86, 38, 1
32835, 100, 40, 1
32836, 96, 38, 1
32837, 92, 36, 1
32838, 92, 44, 1
32839, 94, 40, 1
32840, 98, 42, 1
32841, 94, 30, 1
32842, 94, 38, 1
32843, 88, 36, 1
32844, 90, 36, 1
32845, 84, 34, 1
32846, 108, 44, 1
32847, 84, 32, 1
32848, 90, 28, 1
32849, 106, 38, 1
32850, 92, 32, 1
32851, 96, 44, 1
32852, 120, 50, 1
32853, 98, 44, 1
32854, 96, 42, 1
32855, 84, 34, 1
32856, 108, 54, 1
32857, 100, 34, 1
32858, 90, 46, 1
32859, 88, 30, 1
32860, 94, 40, 1
32861, 100, 30, 1
32862, 92, 36, 1
32863, 104, 44, 1
32864, 102, 38, 1
32865, 100, 42, 1
32866, 98, 36, 1
32867, 102, 36, 1
32868, 100, 46, 1
32869, 94, 38, 1
32870, 92, 38, 1
32871, 102, 42, 1
32872, 82, 20, 1
32873, 94, 30, 1
32874, 100, 50, 1
32875, 92, 40, 1
32876, 94, 34, 1
32877, 94, 40, 1
32878, 94, 34, 1
32879, 112, 44, 1
32880, 100, 38, 1
32881, 100, 36, 1
32882, 98, 32, 1
32883, 88, 34, 1
32884, 90, 48, 1
32885, 96, 40, 1
32886, 86, 34, 1
32887, 84, 40, 1
32888, 96, 40, 1
32889, 94, 36, 1
32890, 102, 46, 1
32891, 102, 48, 1
32892, 100, 44, 1
32893, 96, 44, 1
32894, 96, 30, 1
32895, 88, 38, 1
32896, 100, 36, 1
32897, 98, 34, 1
32898, 100, 40, 1
32899, 100, 44, 1
32900, 84, 36, 1
32901, 112, 42, 1
32902, 104, 34, 1
32903, 88, 48, 1
32904, 96, 38, 1
32905, 86, 30, 1
32906, 96, 38, 1
32907, 106, 36, 1
32908, 98, 40, 1
32909, 88, 32, 1
32910, 86, 34, 1
32911, 86, 32, 1
32912, 86, 38, 1
32913, 98, 36, 1
32914, 92, 48, 1
32915, 88, 40, 1
32916, 106, 42, 1
32917, 96, 38, 1
32918, 96, 40, 1
32919, 110, 54, 1
32920, 108, 48, 1
32921, 98, 38, 1
32922, 102, 38, 1
32923, 84, 28, 1
32924, 92, 28, 1
32925, 90, 36, 1
32926, 92, 38, 1
32927, 98, 50, 1
32928, 96, 38, 1
32929, 90, 30, 1
32930, 94, 38, 1
32931, 122, 48, 1
32932, 110, 44, 1
32933, 100, 38, 1
32934, 90, 48, 1
32935, 100, 42, 1
32936, 84, 32, 1
32937, 94, 42, 1
32938, 92, 34, 1
32939, 96, 36, 1
32940, 96, 36, 1
32941, 84, 24, 1
32942, 114, 44, 1
32943, 96, 40, 1
32944, 100, 34, 1
32945, 112, 50, 1
32946, 94, 38, 1
32947, 94, 36, 1
32948, 90, 48, 1
32949, 92, 34, 1
32950, 92, 32, 1
32951, 86, 38, 1
32952, 100, 38, 1
32953, 92, 44, 1
32954, 94, 40, 1
32955, 106, 42, 1
32956, 92, 32, 1
32957, 90, 26, 1
32958, 96, 40, 1
32959, 110, 46, 1
32960, 96, 28, 1
32961, 94, 32, 1
32962, 92, 34, 1
32963, 94, 26, 1
32964, 96, 36, 0
32965, 96, 40, 1
32966, 108, 44, 1
32967, 98, 42, 1
32968, 96, 38, 1
32969, 94, 38, 1
32970, 96, 42, 1
32971, 86, 32, 1
32972, 96, 30, 1
32973, 98, 28, 1
32974, 100, 40, 1
32975, 104, 40, 1
32976, 94, 32, 1
32977, 108, 44, 1
32978, 100, 42, 1
32979, 88, 36, 1
32980, 98, 38, 1
32981, 98, 38, 1
32982, 110, 42, 1
32983, 98, 36, 1
32984, 102, 50, 1
32985, 84, 42, 1
32986, 90, 40, 1
32987, 100, 44, 1
32988, 88, 42, 1
32989, 108, 54, 1
32990, 112, 44, 1
32991, 102, 46, 1
32992, 104, 34, 1
32993, 100, 36, 1
32994, 106, 44, 1
32995, 104, 42, 1
32996, 100, 42, 1
32997, 90, 30, 1
32998, 100, 44, 1
32999, 90, 36, 1
33000, 98, 24, 1
33001, 90, 40, 1
33002, 104, 44, 1
33003, 106, 40, 1
33004, 110, 48, 1
33005, 98, 42, 1
33006, 96, 40, 1
33007, 100, 36, 1
33008, 96, 38, 1
33009, 114, 44, 1
33010, 100, 44, 1
33011, 90, 42, 1
33012, 96, 42, 1
33013, 106, 38, 1
33014, 114, 48, 1
33015, 112, 46, 1
33016, 100, 42, 1
33017, 88, 34, 1
33018, 96, 38, 1
33019, 106, 36, 1
33020, 98, 40, 1
33021, 92, 34, 1
33022, 98, 38, 1
33023, 110, 42, 1
33024, 90, 32, 1
33025, 124, 58, 1
33026, 106, 42, 1
33027, 100, 38, 1
33028, 102, 36, 1
33029, 114, 52, 1
33030, 100, 46, 1
33031, 104, 40, 1
33032, 92, 36, 1
33033, 98, 38, 1
33034, 94, 28, 1
33035, 90, 32, 1
33036, 100, 32, 1
33037, 98, 34, 1
33038, 90, 42, 1
33039, 104, 46, 1
33040, 94, 32, 1
33041, 94, 48, 1
33042, 92, 30, 1
33043, 96, 34, 1
33044, 114, 48, 1
33045, 94, 36, 1
33046, 96, 36, 1
33047, 98, 28, 1
33048, 108, 40, 1
33049, 118, 46, 1
33050, 108, 44, 1
33051, 96, 36, 1
33052, 92, 42, 1
33053, 88, 40, 1
33054, 82, 34, 1
33055, 96, 42, 1
33056, 98, 34, 1
33057, 106, 40, 1
33058, 100, 44, 1
33059, 104, 40, 1
33060, 102, 40, 1
33061, 100, 50, 1
33062, 76, 36, 1
33063, 114, 38, 1
33064, 106, 40, 1
33065, 86, 32, 1
33066, 98, 42, 1
33067, 90, 42, 1
33068, 94, 24, 1
33069, 92, 36, 1
33070, 106, 44, 1
33071, 90, 30, 1
33072, 102, 44, 1
33073, 90, 42, 1
33074, 104, 34, 1
33075, 92, 36, 1
33076, 104, 36, 1
33077, 94, 36, 1
33078, 102, 34, 1
33079, 104, 40, 1
33080, 100, 40, 1
33081, 94, 36, 1
33082, 86, 40, 1
33083, 94, 48, 1
33084, 104, 36, 1
33085, 102, 46, 1
33086, 86, 34, 1
33087, 96, 48, 1
33088, 104, 42, 1
33089, 104, 40, 1
33090, 102, 40, 1
33091, 100, 42, 1
33092, 94, 38, 1
33093, 92, 42, 0
33094, 96, 44, 1
33095, 86, 28, 1
33096, 94, 44, 1
33097, 90, 38, 1
33098, 104, 46, 1
33099, 106, 38, 1
33100, 100, 42, 1
33101, 90, 42, 1
33102, 94, 34, 1
33103, 96, 34, 1
33104, 92, 34, 1
33105, 92, 36, 1
33106, 92, 32, 1
33107, 118, 50, 1
33108, 130, 44, 1
33109, 92, 40, 1
33110, 92, 30, 1
33111, 100, 54, 1
33112, 94, 34, 1
33113, 106, 52, 1
33114, 102, 40, 1
33115, 92, 38, 1
33116, 106, 36, 1
33117, 104, 54, 1
33118, 102, 32, 1
33119, 100, 36, 1
33120, 96, 34, 1
33121, 102, 40, 1
33122, 98, 46, 1
33123, 88, 34, 1
33124, 94, 34, 1
33125, 100, 28, 1
33126, 96, 46, 1
33127, 108, 44, 1
33128, 102, 46, 1
33129, 86, 32, 1
33130, 104, 52, 1
33131, 90, 28, 1
33132, 84, 34, 1
33133, 84, 32, 1
33134, 112, 48, 1
33135, 92, 34, 1
33136, 96, 40, 1
33137, 94, 40, 1
33138, 120, 46, 1
33139, 90, 32, 1
33140, 96, 42, 1
33141, 84, 28, 1
33142, 92, 32, 1
33143, 118, 48, 1
33144, 98, 34, 1
33145, 96, 40, 1
33146, 110, 52, 1
33147, 102, 46, 1
33148, 94, 44, 1
33149, 92, 34, 1
33150, 98, 32, 1
33151, 110, 54, 1
33152, 102, 38, 1
33153, 92, 36, 1
33154, 94, 44, 1
33155, 88, 42, 1
33156, 82, 28, 1
33157, 96, 48, 1
33158, 100, 40, 1
33159, 98, 48, 1
33160, 98, 44, 1
33161, 96, 32, 1
33162, 92, 38, 1
33163, 108, 42, 1
33164, 104, 32, 1
33165, 92, 42, 1
33166, 92, 42, 1
33167, 84, 26, 1
33168, 94, 28, 1
33169, 94, 36, 1
33170, 116, 50, 1
33171, 100, 40, 1
33172, 100, 44, 1
33173, 102, 36, 1
33174, 118, 58, 1
33175, 104, 50, 1
33176, 84, 32, 1
33177, 122, 50, 1
33178, 94, 34, 1
33179, 96, 38, 1
33180, 90, 48, 1
33181, 94, 34, 1
33182, 92, 44, 1
33183, 84, 28, 1
33184, 102, 32, 1
33185, 112, 44, 1
33186, 124, 54, 1
33187, 86, 32, 1
33188, 92, 38, 1
33189, 90, 38, 1
33190, 94, 30, 1
33191, 106, 36, 1
33192, 100, 34, 1
33193, 120, 44, 1
33194, 100, 34, 1
33195, 96, 38, 1
33196, 112, 40, 1
33197, 86, 24, 1
33198, 106, 46, 1
33199, 96, 46, 1
33200, 98, 42, 1
33201, 92, 32, 1
33202, 78, 34, 1
33203, 92, 44, 1
33204, 96, 36, 1
33205, 96, 42, 1
33206, 94, 42, 1
33207, 92, 36, 1
33208, 88, 30, 1
33209, 112, 36, 1
33210, 94, 44, 1
33211, 88, 28, 1
33212, 88, 34, 1
33213, 106, 48, 1
33214, 86, 28, 1
33215, 92, 42, 1
33216, 102, 30, 1
33217, 92, 30, 1
33218, 92, 48, 1
33219, 88, 34, 1
33220, 98, 38, 0
33221, 88, 46, 1
33222, 102, 40, 1
33223, 86, 32, 1
33224, 84, 36, 1
33225, 100, 44, 1
33226, 92, 34, 1
33227, 106, 46, 1
33228, 86, 46, 1
33229, 98, 48, 1
33230, 98, 36, 1
33231, 102, 44, 1
33232, 92, 40, 1
33233, 98, 36, 1
33234, 90, 40, 1
33235, 100, 38, 1
33236, 102, 46, 1
33237, 84, 28, 1
33238, 92, 28, 1
33239, 98, 34, 1
33240, 86, 32, 1
33241, 98, 48, 1
33242, 90, 36, 1
33243, 108, 48, 1
33244, 94, 44, 1
33245, 102, 36, 1
33246, 98, 34, 1
33247, 108, 38, 1
33248, 108, 44, 1
33249, 102, 44, 1
33250, 98, 42, 1
33251, 84, 34, 1
33252, 102, 44, 1
33253, 100, 30, 1
33254, 94, 26, 1
33255, 102, 48, 1
33256, 88, 32, 1
33257, 86, 26, 1
33258, 98, 46, 1
33259, 100, 38, 1
33260, 90, 34, 1
33261, 102, 54, 1
33262, 112, 38, 1
33263, 92, 40, 1
33264, 84, 22, 1
33265, 94, 32, 1
33266, 96, 44, 1
33267, 106, 40, 1
33268, 94, 42, 1
33269, 108, 32, 1
33270, 92, 36, 1
33271, 90, 42, 1
33272, 92, 40, 1
33273, 112, 46, 1
33274, 100, 44, 1
33275, 106, 50, 1
33276, 100, 46, 1
33277, 100, 38, 1
33278, 92, 34, 1
33279, 98, 32, 1
33280, 78, 28, 1
33281, 110, 46, 1
33282, 90, 40, 1
33283, 90, 40, 1
33284, 82, 36, 1
33285, 88, 34, 1
33286, 88, 32, 1
33287, 94, 46, 1
33288, 98, 40, 1
33289, 96, 46, 1
33290, 94, 36, 1
33291, 90, 40, 1
33292, 98, 44, 1
33293, 92, 34, 1
33294, 90, 36, 1
33295, 94, 30, 1
33296, 100, 34, 1
33297, 92, 34, 1
33298, 108, 44, 1
33299, 96, 40, 1
33300, 94, 34, 1
33301, 114, 44, 1
33302, 112, 46, 1
33303, 92, 32, 1
33304, 106, 42, 1
33305, 86, 24, 1
33306, 90, 42, 1
33307, 100, 46, 1
33308, 90, 32, 1
33309, 92, 34, 1
33310, 84, 40, 1
33311, 96, 46, 1
33312, 96, 34, 1
33313, 96, 38, 1
33314, 98, 34, 1
33315, 94, 38, 1
33316, 98, 34, 1
33317, 90, 34, 1
33318, 132, 50, 1
33319, 84, 30, 1
33320, 96, 38, 1
33321, 98, 34, 1
33322, 102, 42, 1
33323, 88, 36, 1
33324, 102, 38, 1
33325, 88, 34, 1
33326, 86, 32, 1
33327, 112, 42, 1
33328, 108, 50, 1
33329, 106, 30, 1
33330, 100, 30, 1
33331, 90, 30, 1
33332, 90, 40, 1
33333, 102, 42, 1
33334, 94, 28, 1
33335, 106, 44, 1
33336, 84, 40, 1
33337, 80, 32, 1
33338, 108, 40, 1
33339, 86, 42, 1
33340, 114, 42, 1
33341, 94, 36, 1
33342, 108, 28, 1
33343, 96, 42, 1
33344, 100, 42, 1
33345, 96, 34, 1
33346, 108, 44, 1
33347, 100, 48, 1
33348, 110, 34, 1
33349, 104, 32, 1
33350, 86, 40, 1
33351, 82, 34, 1
33352, 94, 36, 1
33353, 100, 40, 1
33354, 102, 46, 1
33355, 88, 36, 1
33356, 94, 38, 1
33357, 90, 44, 1
33358, 90, 30, 1
33359, 94, 44, 1
33360, 114, 48, 1
33361, 90, 30, 1
33362, 94, 36, 1
33363, 92, 42, 1
33364, 100, 36, 1
33365, 96, 36, 1
33366, 102, 50, 1
33367, 94, 40, 1
33368, 84, 34, 1
33369, 90, 32, 1
33370, 96, 44, 1
33371, 108, 48, 1
33372, 122, 40, 1
33373, 98, 48, 1
33374, 86, 30, 1
33375, 110, 40, 1
33376, 86, 38, 1
33377, 90, 36, 1
33378, 96, 44, 1
33379, 102, 46, 1
33380, 102, 32, 1
33381, 94, 38, 1
33382, 94, 46, 1
33383, 94, 32, 1
33384, 94, 38, 1
33385, 82, 38, 1
33386, 106, 42, 1
33387, 96, 44, 1
33388, 92, 36, 1
33389, 100, 42, 1
33390, 104, 42, 1
33391, 102, 36, 1
33392, 88, 38, 1
33393, 98, 48, 1
33394, 94, 40, 1
33395, 88, 40, 1
33396, 94, 32, 1
33397, 110, 50, 1
33398, 94, 34, 1
33399, 92, 32, 1
33400, 96, 38, 1
33401, 88, 32, 1
33402, 102, 40, 1
33403, 90, 34, 1
33404, 88, 28, 1
33405, 100, 38, 1
33406, 104, 34, 1
33407, 102, 38, 1
33408, 92, 44, 1
33409, 90, 32, 1
33410, 94, 36, 1
33411, 88, 38, 1
33412, 92, 46, 1
33413, 102, 38, 1
33414, 98, 34, 1
33415, 98, 32, 0
33416, 94, 32, 1
33417, 106, 36, 1
33418, 94, 44, 1
33419, 96, 38, 1
33420, 94, 38, 1
33421, 98, 46, 1
33422, 102, 30, 1
33423, 100, 34, 1
33424, 90, 38, 1
33425, 108, 48, 1
33426, 98, 34, 1
33427, 112, 48, 1
33428, 98, 42, 1
33429, 96, 42, 1
33430, 110, 42, 1
33431, 90, 34, 1
33432, 88, 38, 1
33433, 98, 44, 1
33434, 106, 44, 1
33435, 104, 48, 1
33436, 94, 30, 1
33437, 100, 36, 1
33438, 96, 44, 1
33439, 86, 36, 1
33440, 116, 48, 1
33441, 92, 40, 1
33442, 94, 40, 1
33443, 90, 32, 1
33444, 98, 36, 1
33445, 94, 36, 1
33446, 100, 46, 1
33447, 98, 38, 1
33448, 110, 48, 1
33449, 92, 36, 1
33450, 104, 50, 1
33451, 94, 44, 1
33452, 104, 42, 1
33453, 90, 42, 1
33454, 98, 32, 1
33455, 106, 40, 1
33456, 108, 38, 1
33457, 110, 50, 1
33458, 106, 36, 1
33459, 110, 46, 1
33460, 106, 44, 1
33461, 84, 30, 1
33462, 88, 36, 1
33463, 94, 42, 1
33464, 96, 40, 1
33465, 90, 34, 1
33466, 86, 42, 1
33467, 96, 44, 1
33468, 88, 28, 1
33469, 94, 34, 1
33470, 104, 46, 1
33471, 94, 26, 1
33472, 94, 40, 1
33473, 92, 42, 1
33474, 106, 48, 1
33475, 98, 54, 1
33476, 90, 42, 1
33477, 98, 32, 1
33478, 90, 34, 1
33479, 92, 34, 1
33480, 104, 36, 1
33481, 102, 40, 1
33482, 94, 32, 1
33483, 90, 26, 1
33484, 106, 50, 1
33485, 106, 40, 1
33486, 92, 40, 1
33487, 88, 32, 1
33488, 102, 28, 1
33489, 104, 44, 1
33490, 96, 42, 1
33491, 102, 44, 1
33492, 116, 36, 1
33493, 90, 38, 1
33494, 98, 40, 1
33495, 94, 32, 1
33496, 112, 40, 1
33497, 94, 42, 1
33498, 98, 38, 1
33499, 86, 26, 1
33500, 84, 38, 1
33501, 90, 36, 1
33502, 104, 52, 1
33503, 100, 42, 1
33504, 96, 36, 1
33505, 92, 46, 1
33506, 96, 36, 1
33507, 96, 30, 1
33508, 92, 42, 1
33509, 98, 42, 1
33510, 100, 46, 1
33511, 98, 38, 1
33512, 108, 44, 1
33513, 100, 42, 1
33514, 102, 30, 1
33515, 102, 44, 1
33516, 90, 26, 1
33517, 92, 44, 1
33518, 98, 30, 1
33519, 92, 46, 1
33520, 106, 44, 1
33521, 110, 40, 1
33522, 86, 40, 1
33523, 90, 36, 1
33524, 94, 50, 1
33525, 104, 40, 1
33526, 96, 44, 1
33527, 92, 46, 1
33528, 92, 46, 1
33529, 96, 38, 1
33530, 94, 34, 1
33531, 94, 28, 1
33532, 100, 38, 1
33533, 96, 34, 1
33534, 100, 46, 1
33535, 102, 42, 1
33536, 98, 42, 1
33537, 92, 42, 1
33538, 90, 44, 1
33539, 90, 26, 1
33540, 116, 38, 1
33541, 92, 32, 1
33542, 102, 36, 1
33543, 96, 42, 1
33544, 106, 36, 1
33545, 110, 48, 1
33546, 100, 30, 1
33547, 96, 42, 1
33548, 90, 46, 1
33549, 98, 46, 1
33550, 94, 32, 1
33551, 84, 28, 1
33552, 104, 42, 1
33553, 102, 38, 1
33554, 102, 50, 1
33555, 90, 34, 1
33556, 100, 40, 1
33557, 90, 30, 1
33558, 96, 48, 1
33559, 94, 40, 1
33560, 108, 28, 1
33561, 98, 34, 1
33562, 90, 36, 1
33563, 112, 40, 1
33564, 94, 40, 1
33565, 90, 44, 1
33566, 98, 46, 1
33567, 100, 38, 1
33568, 82, 34, 1
33569, 118, 48, 1
33570, 94, 30, 1
33571, 90, 30, 1
33572, 90, 36, 1
33573, 94, 46, 1
33574, 114, 48, 1
33575, 80, 30, 1
33576, 100, 42, 1
33577, 90, 32, 1
33578, 100, 28, 1
33579, 100, 32, 1
33580, 106, 44, 1
33581, 100, 44, 1
33582, 90, 38, 1
33583, 94, 40, 1
33584, 86, 34, 1
33585, 86, 36, 1
33586, 96, 34, 1
33587, 92, 34, 1
33588, 86, 36, 1
33589, 96, 42, 1
33590, 102, 42, 1
33591, 96, 42, 1
33592, 94, 42, 1
33593, 92, 44, 1
33594, 98, 42, 1
33595, 86, 32, 1
33596, 86, 34, 1
33597, 100, 44, 1
33598, 96, 46, 1
33599, 94, 36, 1
33600, 92, 28, 1
33601, 94, 46, 1
33602, 88, 40, 1
33603, 112, 50, 1
33604, 106, 44, 1
33605, 88, 36, 1
33606, 90, 44, 1
33607, 90, 38, 1
33608, 98, 36, 1
33609, 100, 44, 1
33610, 98, 40, 1
33611, 102, 46, 1
33612, 92, 22, 1
33613, 96, 42, 1
33614, 102, 36, 1
33615, 92, 32, 1
33616, 96, 38, 1
33617, 98, 42, 1
33618, 110, 36, 1
33619, 104, 48, 1
33620, 84, 36, 1
33621, 92, 30, 1
33622, 96, 36, 1
33623, 98, 36, 1
33624, 88, 30, 1
33625, 94, 44, 1
33626, 96, 36, 1
33627, 82, 44, 1
33628, 86, 24, 1
33629, 86, 44, 1
33630, 92, 30, 1
33631, 92, 40, 1
33632, 104, 42, 1
33633, 104, 40, 1
33634, 90, 34, 1
33635, 102, 46, 1
33636, 112, 48, 1
33637, 92, 28, 1
33638, 92, 38, 1
33639, 96, 32, 1
33640, 104, 46, 1
33641, 100, 50, 1
33642, 88, 36, 1
33643, 104, 54, 1
33644, 84, 30, 1
33645, 90, 44, 1
33646, 100, 44, 1
33647, 90, 32, 1
33648, 106, 38, 1
33649, 96, 38, 1
33650, 104, 46, 1
33651, 96, 38, 1
33652, 90, 32, 1
33653, 106, 46, 1
33654, 100, 38, 1
33655, 84, 38, 1
33656, 94, 46, 1
33657, 104, 44, 1
33658, 88, 42, 1
33659, 96, 32, 1
33660, 96, 34, 1
33661, 94, 36, 1
33662, 96, 42, 1
33663, 92, 40, 1
33664, 90, 36, 1
33665, 102, 46, 1
33666, 104, 32, 1
33667, 102, 40, 1
33668, 90, 28, 1
33669, 102, 24, 1
33670, 104, 46, 1
33671, 92, 38, 1
33672, 110, 48, 1
33673, 88, 34, 1
33674, 96, 38, 1
33675, 86, 32, 1
33676, 98, 44, 1
33677, 98, 46, 1
33678, 90, 44, 1
33679, 94, 36, 1
33680, 88, 36, 1
33681, 88, 32, 1
33682, 96, 38, 1
33683, 88, 26, 1
33684, 98, 38, 1
33685, 92, 32, 1
33686, 92, 30, 1
33687, 96, 40, 1
33688, 118, 42, 1
33689, 96, 36, 1
33690, 116, 40, 1
33691, 86, 28, 1
33692, 100, 44, 1
33693, 100, 30, 1
33694, 90, 34, 1
33695, 104, 42, 1
33696, 96, 38, 1
33697, 94, 38, 1
33698, 90, 34, 1
33699, 94, 40, 1
33700, 92, 46, 1
33701, 112, 44, 1
33702, 98, 38, 1
33703, 104, 40, 1
33704, 98, 36, 1
33705, 92, 36, 1
33706, 102, 40, 1
33707, 94, 42, 1
33708, 92, 38, 1
33709, 92, 44, 1
33710, 92, 32, 1
33711, 96, 34, 1
33712, 106, 34, 1
33713, 116, 58, 1
33714, 108, 46, 1
33715, 94, 34, 1
33716, 86, 38, 1
33717, 100, 32, 1
33718, 108, 46, 1
33719, 84, 32, 1
33720, 86, 24, 1
33721, 84, 36, 1
33722, 96, 32, 1
33723, 108, 44, 1
33724, 96, 34, 1
33725, 90, 36, 1
33726, 92, 40, 1
33727, 94, 42, 1
33728, 84, 32, 1
33729, 84, 40, 1
33730, 100, 46, 1
33731, 80, 38, 1
33732, 94, 40, 1
33733, 96, 30, 1
33734, 98, 34, 1
33735, 100, 46, 1
33736, 104, 46, 1
33737, 94, 36, 1
33738, 100, 44, 1
33739, 110, 46, 1
33740, 108, 42, 1
33741, 98, 48, 1
33742, 98, 46, 1
33743, 106, 36, 1
33744, 106, 42, 1
33745, 104, 34, 1
33746, 98, 34, 1
33747, 86, 38, 1
33748, 96, 34, 1
33749, 96, 34, 1
33750, 88, 44, 1
33751, 120, 46, 1
33752, 98, 38, 1
33753, 100, 50, 1
33754, 98, 46, 1
33755, 96, 28, 1
33756, 116, 42, 1
33757, 92, 30, 1
33758, 112, 40, 1
33759, 116, 46, 1
33760, 90, 36, 1
33761, 92, 34, 1
33762, 94, 48, 1
33763, 102, 42, 1
33764, 90, 36, 1
33765, 100, 40, 1
33766, 82, 28, 1
33767, 92, 36, 1
33768, 88, 36, 1
33769, 102, 30, 1
33770, 90, 38, 1
33771, 92, 32, 1
33772, 88, 34, 1
33773, 112, 50, 1
33774, 102, 42, 1
33775, 102, 42, 1
33776, 100, 50, 1
33777, 102, 40, 1
33778, 88, 48, 1
33779, 106, 50, 1
33780, 94, 36, 1
33781, 90, 38, 1
33782, 112, 44, 1
33783, 94, 36, 1
33784, 100, 40, 1
33785, 90, 24, 1
33786, 92, 44, 1
33787, 116, 38, 1
33788, 84, 28, 1
33789, 92, 38, 1
33790, 100, 46, 1
33791, 90, 36, 1
33792, 98, 48, 1
33793, 98, 50, 1
33794, 94, 34, 1
33795, 94, 32, 1
33796, 96, 28, 1
33797, 84, 28, 1
33798, 104, 54, 1
33799, 94, 38, 1
33800, 86, 44, 1
33801, 110, 48, 1
33802, 86, 28, 1
33803, 88, 32, 1
33804, 88, 34, 1
33805, 98, 30, 1
33806, 100, 42, 1
33807, 100, 36, 1
33808, 94, 42, 1
33809, 88, 42, 1
33810, 94, 36, 1
33811, 98, 38, 1
33812, 86, 42, 1
33813, 98, 30, 1
33814, 92, 32, 1
33815, 100, 44, 1
33816, 90, 46, 1
33817, 104, 30, 1
33818, 96, 30, 1
33819, 104, 44, 1
33820, 94, 38, 1
33821, 98, 48, 1
33822, 78, 24, 1
33823, 100, 44, 1
33824, 90, 40, 1
33825, 90, 34, 1
33826, 98, 36, 1
33827, 100, 40, 1
33828, 100, 40, 1
33829, 98, 32, 1
33830, 98, 36, 1
33831, 98, 40, 1
33832, 96, 34, 1
33833, 82, 36, 1
33834, 98, 42, 1
33835, 94, 38, 1
33836, 106, 42, 1
33837, 88, 36, 1
33838, 96, 46, 1
33839, 114, 48, 1
33840, 96, 44, 1
33841, 90, 36, 1
33842, 86, 28, 1
33843, 92, 28, 1
33844, 104, 40, 1
33845, 88, 40, 1
33846, 96, 34, 1
33847, 100, 46, 1
33848, 92, 36, 1
33849, 98, 24, 1
33850, 90, 42, 1
33851, 96, 36, 1
33852, 106, 38, 1
33853, 94, 40, 1
33854, 98, 36, 1
33855, 92, 36, 1
33856, 104, 38, 1
33857, 98, 38, 1
33858, 90, 36, 1
33859, 112, 50, 1
33860, 88, 36, 1
33861, 92, 38, 1
33862, 114, 42, 1
33863, 96, 40, 1
33864, 114, 44, 1
33865, 96, 38, 1
33866, 94, 40, 1
33867, 96, 42, 1
33868, 96, 44, 1
33869, 94, 36, 1
33870, 104, 44, 1
33871, 102, 38, 1
33872, 96, 40, 1
33873, 86, 32, 1
33874, 98, 52, 1
33875, 92, 32, 1
33876, 104, 42, 1
33877, 104, 36, 0
33878, 98, 40, 1
